[2023-04-09 00:26:31,180] {C:\Users\USER\anaconda3\envs\tensorflow_env\lib\site-packages\numexpr\utils.py:160} INFO - NumExpr defaulting to 4 threads.
[2023-04-09 00:26:34,234] {C:\Users\USER\Documents\GitHub\ml-end-to-end-pro\src\components\data_injection.py:25} INFO - Enter the Data ingection method or component
[2023-04-09 00:26:34,242] {C:\Users\USER\Documents\GitHub\ml-end-to-end-pro\src\components\data_injection.py:28} INFO - read the dataset as dataframe
[2023-04-09 00:26:34,252] {C:\Users\USER\Documents\GitHub\ml-end-to-end-pro\src\components\data_injection.py:32} INFO - Initialise train test split
[2023-04-09 00:26:34,272] {C:\Users\USER\Documents\GitHub\ml-end-to-end-pro\src\components\data_injection.py:38} INFO - Ingection of data is completed
[2023-04-09 00:26:34,301] {c:\users\user\documents\github\ml-end-to-end-pro\src\components\data_trnsformation.py:77} INFO - read train and test of data done
[2023-04-09 00:26:34,301] {c:\users\user\documents\github\ml-end-to-end-pro\src\components\data_trnsformation.py:79} INFO - obtaining preprocessor object
[2023-04-09 00:26:34,301] {c:\users\user\documents\github\ml-end-to-end-pro\src\components\data_trnsformation.py:56} INFO - Numerical columns standard scaling completed
[2023-04-09 00:26:34,301] {c:\users\user\documents\github\ml-end-to-end-pro\src\components\data_trnsformation.py:57} INFO - categorical coulumns encoding completed
